Comuna_Establecimiento;LATITUD;LONGITUD;Cuenta de NOM_ESTAB;Matriculas
SAN BERNARDO_LAS SEMILLITAS;-33.590114;-70.682087;210;210
SAN BERNARDO_LICEO CARDENAL ANTONIO SAMORE;-33.56433479;-70.70628385;57;57
SAN BERNARDO_LICEO CLARA SOLOVERA;-33.64869065;-70.66313639;41;41
SAN BERNARDO_LICEO NUEVO PORVENIR;-33.5906608;-70.68170621;61;61
SAN BERNARDO_LICEO VALLE DE LLUTA;-33.58448464;-70.66789661;63;63
SAN BERNARDO_LINCOLN COLLEGE SAN BERNARDO;-33.61213126;-70.69328838;216;216
SAN BERNARDO_LOS TEJANITOS;-33.57635564;-70.70421495;58;58
SAN BERNARDO_MAPU PUPEÑI;-33.59071301;-70.67959404;63;63
SAN BERNARDO_MILLARAY;-33.597077;-70.675942;75;75
SAN BERNARDO_MUJERES DE CHILE;-33.589191;-70.688966;113;113
SAN BERNARDO_MUNDO FELIZ;-33.58821002;-70.66633999;115;115
SAN BERNARDO_NUEVO SAN BERNARDO;-33.594979;-70.670501;62;62
SAN BERNARDO_PAICAVI;-33.601614;-70.675797;73;73
SAN BERNARDO_PAPELUCHO;-33.59837001;-70.67379998;47;47
SAN BERNARDO_PEUMAYN;-33.60144;-70.701224;139;139
SAN BERNARDO_POYENTU MAPU;-33.601094;-70.674203;60;60
SAN BERNARDO_PRINCIPITO;-33.58055832;-70.70163268;181;181
SAN BERNARDO_RAMON MUNITA;-33.59987;-70.68925;94;94
SAN BERNARDO_RAPANUI;-33.56308599;-70.705648;102;102
SAN BERNARDO_RAYEN;-33.66622;-70.74348;24;24
SAN BERNARDO_RUCAMANQUE;-33.618091;-70.690499;55;55
SAN BERNARDO_SAN IGNACIO COLLEGE;-33.61661823;-70.70388548;51;51
SAN BERNARDO_SILLANKI;-33.58585603;-70.66682302;71;71
SAN BERNARDO_SUEÑOS DE COLORES;-33.625032;-70.707134;66;66
SAN BERNARDO_TIEMPO DE CRECER;-33.590366;-70.68735;83;83
SAN BERNARDO_TIERRA DE ANGELES;-33.59359407;-70.67548517;147;147
SAN BERNARDO_TIERRA DE NI¥OS Y NI¥AS;-33.595766;-70.673619;24;24
SAN BERNARDO_TODOS LOS SANTOS;-33.593388;-70.670048;47;47
SAN JOAQUÍN_ARELI;-33.48840013;-70.63537;73;73
SAN JOAQUÍN_BERLIOZ;-33.511408;-70.634701;72;72
SAN JOAQUÍN_CENTRO EDUC. PROVINCIA DE ÑUBLE;-33.47836714;-70.63618339;87;87
SAN JOAQUÍN_CENTRO EDUCACIONAL HORACIO ARAVENA A.;-33.50066196;-70.63454953;47;47
SAN JOAQUÍN_COLEGIO CIUDAD DE FRANKFORT;-33.48926174;-70.62281982;117;117
SAN JOAQUÍN_COLEGIO ESPIRITU SANTO DEL VERBO DIVINO;-33.49274999;-70.6191058;104;104
SAN JOAQUÍN_COLEGIO PART. NUESTRA SRA DEL HUERTO;-33.47219384;-70.62537055;40;40
SAN JOAQUÍN_COLEGIO POLIV. ARZOBISPO MANUEL VICUNA;-33.48720121;-70.63987727;70;70
SAN JOAQUÍN_COLEGIO POLIV.ADVENTISTA SANTIAGO SUR;-33.49666507;-70.62856671;76;76
SAN JOAQUÍN_EL PINAR;-33.492492;-70.624099;111;111
SAN JOAQUÍN_ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII;-33.49015442;-70.63231793;62;62
SAN JOAQUÍN_ESC. ESP. CHILE CUBA;-33.50087;-70.62685999;118;118
SAN JOAQUÍN_ESC. PART. PARV. HEIDI GARDEN SCHOOL;-33.518185;-70.633644;33;33
SAN JOAQUÍN_ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN;-33.50815766;-70.61768727;33;33
SAN JOAQUÍN_ESC.PARA SORDOS DR. OTTE GABLER;-33.491642;-70.62030799;9;9
SAN JOAQUÍN_ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE;-33.49604115;-70.63106367;58;58
SAN JOAQUÍN_ESCUELA BASICA FRAY CAMILO HENRIQUEZ;-33.50569342;-70.62432593;133;133
SAN JOAQUÍN_ESCUELA BASICA PARTICULAR RAINBOW SCHOOL;-33.50071076;-70.63132535;19;19
SAN JOAQUÍN_ESCUELA BÁSICA POETA NERUDA (EX-483);-33.51313398;-70.63066628;66;66
SAN JOAQUÍN_ESCUELA DE LENGUAJE LUZ DE ESPERANZA;-33.51389799;-70.63531999;52;52
SAN JOAQUÍN_ESCUELA DE PARVULOS CASTORCITO Nº 2;-33.47570799;-70.633354;28;28
SAN JOAQUÍN_ESCUELA DE PARVULOS N 2251 ANDALUE DE SAN J;-33.511029;-70.61772499;16;16
SAN JOAQUÍN_ESCUELA ESP. NIÑO JESUS DE SAN JOAQUIN;-33.502477;-70.628136;206;206
SAN JOAQUÍN_ESCUELA ESP. PART. ARBOLIRIS;-33.490093;-70.629;100;100
SAN JOAQUÍN_ESCUELA ESPECIAL CASTORCITO;-33.47561;-70.632576;78;78
SAN JOAQUÍN_ESCUELA ESPECIAL PALABRAS MAGICAS;-33.480649;-70.627724;30;30
SAN JOAQUÍN_ESCUELA ESPECIAL PART. ABRA PALABRA;-33.511353;-70.61403;69;69
SAN JOAQUÍN_ESCUELA PARTIC.DE PARVULOS MI PRINCESITA;-33.50473;-70.634254;123;123
SAN JOAQUÍN_ESCUELA PARTICULAR LAURA VICUNA;-33.48701873;-70.63272118;39;39
SAN JOAQUÍN_ESCUELA PARTICULAR N°333 EL ANGEL;-33.49614513;-70.62961168;15;15
SAN JOAQUÍN_ESCUELA POETA VICTOR DOMINGO SILVA;-33.50312755;-70.63456899;34;34
SAN JOAQUÍN_ESUELA ESPECIAL DE LENGUAJE PIRAMIDE;-33.50354999;-70.63565;100;100
SAN JOAQUÍN_GABRIELA MISTRAL;-33.50611825;-70.62997508;20;20
SAN JOAQUÍN_GENESIS;-33.50976204;-70.62829979;103;103
SAN JOAQUÍN_INFANTA LEONOR DE ESPA¥A;-33.498639;-70.625032;84;84
SAN JOAQUÍN_LA LUNA Y EL SOL;-33.50989593;-70.62349799;110;110
SAN JOAQUÍN_LICEO MUNICIPAL SAN JOAQUIN;-33.49374962;-70.62669596;56;56
SAN JOAQUÍN_LOS ALERCES;-33.492985;-70.631201;139;139
SAN JOAQUÍN_LOS COPIHUES;-33.49281287;-70.63155414;118;118
SAN JOAQUÍN_MARIANO PUGA;-33.488852;-70.635461;47;47
SAN JOAQUÍN_OFELIA REVECO (EX BENOZZO GOZZOLLI);-33.510978;-70.627453;92;92
SAN JOAQUÍN_PRINCIPITO;-33.489715;-70.622737;110;110
SAN JOAQUÍN_RAYITO DE SOL;-33.495643;-70.627609;73;73
SAN JOAQUÍN_S.C. RAYITOS DE SOL;-33.50117;-70.616317;13;13
SAN JOAQUÍN_SANTA ROSA-DEPARTAMENTAL;-33.505974;-70.638376;129;129
SAN JOSÉ DE MAIPO_COLEGIO RAFAEL EYZAGUIRRE;-33.63889933;-70.35271892;80;80
SAN JOSÉ DE MAIPO_COÑUE;-33.637204;-70.353443;74;74
SAN JOSÉ DE MAIPO_ESCUELA BASICA F-N°629 DE CONCENTRACION FRONTERIZA;-33.78152292;-70.2448226;25;25
SAN JOSÉ DE MAIPO_ESCUELA BASICA F-N°638 EL MELOCOTON;-33.69953313;-70.33480188;9;9
SAN JOSÉ DE MAIPO_ESCUELA BASICA G-N°635 INTEGRADORA EL MANZANO;-33.58609138;-70.39137651;42;42
SAN JOSÉ DE MAIPO_ESCUELA BASICA G-N°636 SAN ALFONSO;-33.72852118;-70.31902517;23;23
SAN JOSÉ DE MAIPO_ESCUELA ESPECIAL CUNCUNITAS DE AMOR;-33.63449;-70.35243;41;41
SAN JOSÉ DE MAIPO_ESCUELA GABRIELA TOBAR PARDO;-33.57545801;-70.44979241;34;34
SAN JOSÉ DE MAIPO_ESCUELA JULIETA BECERRA ALVAREZ;-33.63986458;-70.35356505;78;78
SAN JOSÉ DE MAIPO_NUEVO AMANECER;-33.63650086;-70.35639786;20;20
SAN JOSÉ DE MAIPO_PAULA JARAQUEMADA;-33.643291;-70.354811;97;97
SAN JOSÉ DE MAIPO_RAI MAPU;-33.78204758;-70.24488473;35;35
SAN JOSÉ DE MAIPO_RIGOLEMO;-33.59025014;-70.4637039;45;45
SAN JOSÉ DE MAIPO_SAN ALFONSO;-33.728898;-70.317785;28;28
SAN JOSÉ DE MAIPO_VISVIRI;-33.58661126;-70.39144576;48;48
SAN MIGUEL_CENTENARIO;-33.51435163;-70.65509288;83;83
SAN MIGUEL_COLEGIO BICENTENARIO SANTO CURA DE ARS;-33.50684934;-70.65208834;140;140
SAN MIGUEL_COLEGIO ESPECIAL FUNDAC.NUESTROS HIJOS;-33.48418806;-70.65669683;5;5
SAN MIGUEL_COLEGIO KING´S SCHOOL;-33.50815139;-70.64717865;72;72
SAN MIGUEL_COLEGIO MANANTIAL DE SAN MIGUEL;-33.51093318;-70.66351589;49;49
SAN MIGUEL_COLEGIO PARROQUIAL SAN MIGUEL;-33.48702988;-70.65013962;149;149
SAN MIGUEL_COLEGIO PART. CORAZON DE MARIA DE SAN MIGUEL;-33.49819333;-70.65727164;189;189
SAN MIGUEL_COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO;-33.48776776;-70.65133032;49;49
SAN MIGUEL_COLEGIO SAN CRISTOBAL COLLEGE;-33.49538538;-70.65242336;35;35
SAN MIGUEL_COLEGIO SANTA ROSA;-33.49400058;-70.64931386;112;112
SAN MIGUEL_COLEGIO SUBERCASEAUX COLLEGE;-33.480182;-70.65516;31;31
SAN MIGUEL_COLEGIO TOMAS MORO;-33.50799829;-70.65292212;207;207
SAN MIGUEL_ESC ESP Nº 1637 MAGDALENA AVALOS CRUZ ASPAUT;-33.480167;-70.64788;49;49
SAN MIGUEL_ESC. BAS. N°221 SANTA CATALINA DE SAN MIGUEL;-33.50757787;-70.6430043;18;18
SAN MIGUEL_ESC. DE PARV. SEMILLITA MONTESSORI;-33.50239599;-70.65521;79;79
SAN MIGUEL_ESCUELA BAS. LOS CARRERA;-33.49636692;-70.64811997;60;60
SAN MIGUEL_ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA;-33.50680207;-70.64698936;24;24
SAN MIGUEL_ESCUELA BÁSICA Y ESPECIAL BARROS LUCO;-33.48054588;-70.65530065;116;116
SAN MIGUEL_ESCUELA DE PARVULOS KIDS PLACE;-33.500641;-70.657669;123;123
SAN MIGUEL_ESCUELA DE PARVULOS RAYITO DE SOL;-33.511376;-70.655925;44;44
SAN MIGUEL_ESCUELA ESP. PART. AMANTU;-33.498413;-70.66043999;119;119
SAN MIGUEL_ESCUELA ESPECIAL BAMBINI INSIEME;-33.492056;-70.648563;123;123
SAN MIGUEL_ESCUELA ESPECIAL DE LENG CON AGUA DEL CIELO;-33.50233999;-70.65336;101;101
SAN MIGUEL_ESCUELA ESPECIAL DE LENGUAJE EL RINCON DE LOS SUEÑOS;-33.4958527;-70.66173329;103;103
SAN MIGUEL_ESCUELA ESPECIAL DE LENGUAJE RAYUN;-33.507484;-70.65433;141;141
SAN MIGUEL_ESCUELA ESPECIAL DE LENGUAJE UN MUNDO DE LETRAS;-33.49755045;-70.6521574;108;108
SAN MIGUEL_ESCUELA ESPECIAL ECOLÓGICA N°2441, MAPU LIHUEN;-33.50679111;-70.66583919;88;88
SAN MIGUEL_ESCUELA ESPECIAL HUEPIL;-33.49031999;-70.655846;43;43
SAN MIGUEL_ESCUELA ESPECIAL LOS CEDROS DEL LIBANO;-33.486294;-70.65289;15;15
SAN MIGUEL_ESCUELA ESPECIAL PARTICULAR PIPAN;-33.484547;-70.652214;82;82
SAN MIGUEL_ESCUELA GENERAL BASICA SANTA FE;-33.51408794;-70.6377727;60;60
SAN MIGUEL_ESCUELA LLANO SUBERCASEAUX;-33.48578744;-70.65647995;60;60
SAN MIGUEL_ESCUELA PABLO NERUDA;-33.507162;-70.65172916;39;39
SAN MIGUEL_ESCUELA PART.ESPECIAL CORPAMEG;-33.48450581;-70.65644167;4;4
SAN MIGUEL_ESCUELA PARTICULAR ALVAREZ DE TOLEDO;-33.49002678;-70.64532186;47;47
SAN MIGUEL_ESCUELA PARTICULAR ECOLE NOEL;-33.49651647;-70.66257275;49;49
SAN MIGUEL_ESCUELA PARTICULAR GRAN AVENIDA;-33.5059132;-70.65590333;20;20
SAN MIGUEL_ESCUELA PARTICULAR HANSEL Y GRETEL;-33.50781099;-70.66596042;13;13
SAN MIGUEL_ESCUELA PARTICULAR Y COLEGIO CHILE;-33.50098922;-70.65354118;135;135
SAN MIGUEL_ESCUELA PARVULOS PART. GENTECITA;-33.498676;-70.654884;86;86
SAN MIGUEL_ESCUELA TERRITORIO ANTARTICO;-33.50729712;-70.66255721;70;70
SAN MIGUEL_ESCUELA VILLA SAN MIGUEL;-33.49785019;-70.6628646;75;75
SAN MIGUEL_INSTITUTO MIGUEL LEON PRADO;-33.48816839;-70.65046476;150;150
SAN MIGUEL_LLANO SUBERCASEAUX;-33.485586;-70.655651;84;84
SAN MIGUEL_LOS BOLDOS;-33.511882;-70.641115;155;155
SAN MIGUEL_MANITOS DEL MUNDO;-33.503442;-70.654281;44;44
SAN MIGUEL_NAZARETH;-33.514107;-70.641717;69;69
SAN MIGUEL_PRINCESS MARGARET COLLEGE;-33.51320277;-70.64570174;14;14
SAN MIGUEL_S.C. MIS PRIMEROS PASITOS;-33.498261;-70.647145;10;10
SAN MIGUEL_SALA CUNA ANDRES BELLO;-33.486679;-70.652368;89;89
SAN MIGUEL_SAN NICOLΜS;-33.497018;-70.661071;95;95
SAN MIGUEL_SANTA FE;-33.514504;-70.637418;93;93
SAN MIGUEL_TERRITORIO ANTARTICO;-33.507653;-70.662477;56;56
SAN MIGUEL_VILLA SAN MIGUEL;-33.49836775;-70.66294724;92;92
SAN PEDRO_CARACOLITOS DEL JARDIN;-33.91101;-71.61058;15;15
SAN PEDRO_ESCUELA BASICA G-N°126;-33.902836;-71.45571;24;24
SAN PEDRO_ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.;-33.96440861;-71.48745301;18;18
SAN PEDRO_ESCUELA BASICA G-N°130;-33.91614973;-71.49845282;23;23
SAN PEDRO_ESCUELA BASICA G-N°131;-33.87316197;-71.40147595;15;15
SAN PEDRO_ESCUELA BASICA G-N°134 NIHUE;-33.94632926;-71.55316436;19;19
SAN PEDRO_ESCUELA BASICA G-N°139;-33.86253917;-71.48788678;18;18
SAN PEDRO_ESCUELA BASICA G-N°498;-33.98693768;-71.31147208;15;15
SAN PEDRO_ESCUELA DE LENGUAJE LOS ALMENDRALES;-33.89059;-71.46223;50;50
SAN PEDRO_ESCUELA ENRIQUE REYMOND ALDUNATE;-33.92109391;-71.46519038;17;17
SAN PEDRO_FRUTILLITA;-33.91862;-71.46009;39;39
SAN PEDRO_LICEO MUNICIPAL DE SAN PEDRO;-33.89380003;-71.45676066;68;68
SAN PEDRO_LOS CARIÑOSISTOS;-33.95467;-71.64476;12;12
SAN PEDRO_LOS CONEJITOS;-33.89633;-71.40323;59;59
SAN PEDRO_LOS PELLUQUITOS;-33.894502;-71.456802;78;78
SAN PEDRO_RAYITO DE LUNA;-33.94735;-71.557;10;10
SAN RAMÓN_AKUN PICHIWENTXU;-33.55004597;-70.64621502;89;89
SAN RAMÓN_ANGEL DE LA GUARDA SAN RAMON;-33.548743;-70.650114;143;143
SAN RAMÓN_BARCELÀ LIRA;-33.543918;-70.637774;45;45
SAN RAMÓN_BELEN;-33.553071;-70.641344;102;102
SAN RAMÓN_CABALLITO FELIZ;-33.54862905;-70.63650534;65;65
SAN RAMÓN_CENTRO DE EDUCACION PAULA JARAQUEMADA;-33.55182478;-70.64480909;17;17
SAN RAMÓN_COLEGIO NUESTRO MUNDO;-33.53062828;-70.64247198;22;22
SAN RAMÓN_CRECER CON AMOR;-33.549167;-70.633134;87;87
SAN RAMÓN_CRISOL;-33.556269;-70.632304;202;202
SAN RAMÓN_ESC. DE PARV. PART. MI PEQUENO MUNDO DE SAN R;-33.521465;-70.64067;182;182
SAN RAMÓN_ESC. ESP. PART. DIEGO THOMPSON;-33.536316;-70.6497;94;94
SAN RAMÓN_ESC.PAR.MAURICE AND NATALY SCHOOL;-33.53490136;-70.63530233;37;37
SAN RAMÓN_ESCUELA BASICA ALIVEN;-33.55088432;-70.64459017;27;27
SAN RAMÓN_ESCUELA BASICA EDUCADORES DE CHILE;-33.53762321;-70.64003837;16;16
SAN RAMÓN_ESCUELA BASICA KARELMAPU;-33.54572768;-70.64375712;36;36
SAN RAMÓN_ESCUELA BASICA PARTICULAR ARMI;-33.52892188;-70.64661259;8;8
SAN RAMÓN_ESCUELA BASICA SENDERO DEL SABER;-33.52660334;-70.63856407;28;28
SAN RAMÓN_ESCUELA BASICA TUPAHUE;-33.55382014;-70.64141983;25;25
SAN RAMÓN_ESCUELA BASICA VILLA LA CULTURA;-33.55540974;-70.63301527;32;32
SAN RAMÓN_ESCUELA COLEGIO ALBERTO BLEST GANA;-33.51989686;-70.638285;114;114
SAN RAMÓN_ESCUELA DE LENGUAJE CHILE;-33.534021;-70.64201199;49;49
SAN RAMÓN_ESCUELA ESP. ARCA DE LOS NIÑOS;-33.52135;-70.6447;109;109
SAN RAMÓN_ESCUELA ESPECIAL MIS PRIMEROS PASITOS E.I.R.L;-33.532216;-70.645223;58;58
SAN RAMÓN_ESCUELA ESPECIAL PARAPEQUES;-33.53631099;-70.644608;86;86
SAN RAMÓN_ESCUELA HOSPITALARIA PADRE HURTADO;-33.55261999;-70.63536;4;4
SAN RAMÓN_ESCUELA NANIHUE;-33.55014102;-70.64043938;30;30
SAN RAMÓN_ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO;-33.53850019;-70.64662425;103;103
SAN RAMÓN_ESCUELA PARTICULAR 1788 EDEN DE SAN RAMON;-33.547203;-70.6367;69;69
SAN RAMÓN_ESCUELA PARTICULAR ARTURO MATTE LARRAIN;-33.54829191;-70.64904627;181;181
SAN RAMÓN_ESCUELA PARTICULAR EMA DIAZ SIERRA;-33.5297624;-70.64272504;32;32
SAN RAMÓN_ESCUELA PARTICULAR FRANCISCO DE MIRANDA;-33.53125923;-70.63572384;21;21
SAN RAMÓN_ESCUELA PARTICULAR FRANCISCO RAMIREZ;-33.53208591;-70.63619912;273;273
SAN RAMÓN_INS DE SUΜREZ;-33.547517;-70.64558;114;114
SAN RAMÓN_LAS HORMIGUITAS;-33.54892592;-70.64083938;93;93
SAN RAMÓN_LICEO BICENTENARIO SAN FRANCISCO;-33.54411524;-70.63420356;141;141
SAN RAMÓN_LICEO MUNICIPAL PURKUYEN;-33.5372955;-70.63732312;28;28
SAN RAMÓN_LICEO MUNICIPALIZADO ARAUCANIA;-33.53481258;-70.63725008;36;36
SAN RAMÓN_LOS CARIÑOSITOS;-33.545688;-70.643598;118;118
SAN RAMÓN_MODELO;-33.51894203;-70.64371804;44;44
SAN RAMÓN_PRIMAVERA;-33.53827402;-70.63734398;101;101
SAN RAMÓN_PRINCIPES DEL REINO;-33.53405102;-70.63778597;41;41
SAN RAMÓN_SEMILLITAS DE ESPERANZA;-33.532804;-70.643209;92;92
SANTIAGO_APOSTOL SANTIAGO;-33.46039999;-70.63747098;212;212
SANTIAGO_CARDENAL RAUL SILVA HENRIQUEZ;-33.43153;-70.676349;103;103
SANTIAGO_CELESTE AMANECER;-33.468015;-70.642576;55;55
SANTIAGO_CIUDAD SANTIAGO DE CHILE;-33.46092709;-70.64804214;65;65
SANTIAGO_CLAUDIO ARRAU;-33.43804089;-70.66480086;108;108
SANTIAGO_COLEGIO ADVENTISTA PORVENIR;-33.45476526;-70.63096435;45;45
SANTIAGO_COLEGIO BICENTENARIO VICTORIA PRIETO;-33.44512041;-70.67534908;75;75
SANTIAGO_COLEGIO DE LOS SAGRADOS CORAZONES ALAMEDA;-33.447482;-70.66424;129;129
SANTIAGO_COLEGIO FILIPENSE;-33.45174347;-70.6618646;80;80
SANTIAGO_COLEGIO FRANCISCO ARRIARAN;-33.45919087;-70.64887167;90;90
SANTIAGO_COLEGIO HISPANO AMERICANO;-33.455747;-70.63982;116;116
SANTIAGO_COLEGIO HOSPITAL SAN BORJA ARRIARAN;-33.46096668;-70.64268192;2;2
SANTIAGO_COLEGIO INSTITUTO ALONSO DE ERCILLA;-33.43771;-70.66661999;223;223
SANTIAGO_COLEGIO LORENZO SAZIE;-33.44961141;-70.66456751;75;75
SANTIAGO_COLEGIO MARIA LUISA VILLALON;-33.44353792;-70.67464907;131;131
SANTIAGO_COLEGIO NUESTRA SENORA DE ANDACOLLO;-33.43189241;-70.66987309;70;70
SANTIAGO_COLEGIO NUEVO DIEGO DE ALMAGRO;-33.43861917;-70.67364004;59;59
SANTIAGO_COLEGIO ORATORIO DON BOSCO;-33.4550362;-70.64155456;143;143
SANTIAGO_COLEGIO PARTICULAR OZANAM;-33.42900852;-70.67616219;120;120
SANTIAGO_COLEGIO PEDRO DE VALDIVIA-AGUSTINAS;-33.44203;-70.66454;233;233
SANTIAGO_COLEGIO SAINT ROSE SCHOOL;-33.45658;-70.63634999;46;46
SANTIAGO_COLEGIO SAN ANTONIO;-33.43779818;-70.66923128;79;79
SANTIAGO_COLEGIO SAN FRANCISCO DE ASIS DE BELEN;-33.45095264;-70.63148132;75;75
SANTIAGO_COLEGIO SAN IGNACIO;-33.447065;-70.65616;217;217
SANTIAGO_COLEGIO SAN SEBASTIAN;-33.43779253;-70.66559409;32;32
SANTIAGO_COLEGIO SANTA CECILIA;-33.440806;-70.66682;8;8
SANTIAGO_COLEGIO SANTA CRUZ;-33.46341747;-70.65124299;68;68
SANTIAGO_COLEGIO SANTA ELENA CARMELITAS MISIONERAS TERESIANA;-33.440554;-70.66986;50;50
SANTIAGO_COLEGIO SANTA ISABEL;-33.46783309;-70.63800234;75;75
SANTIAGO_COLEGIO SANTA MARIA DE SANTIAGO;-33.45235006;-70.64425534;229;229
SANTIAGO_COLEGIO SANTA TERESITA DEL NINO JESUS;-33.435387;-70.66578;134;134
SANTIAGO_COPIAPO;-33.456044;-70.653443;27;27
SANTIAGO_COQUIMBO;-33.455885;-70.644454;42;42
SANTIAGO_ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY;-33.44986649;-70.64029999;132;132
SANTIAGO_ESC. ESPECIAL HOSPITAL SAN JUAN DE DIOS;-33.4424925;-70.67871;2;2
SANTIAGO_ESC. PART. SAN FCO. DE ASIS PARA NINOS SORDOS;-33.45665446;-70.63247711;10;10
SANTIAGO_ESC.PARVULOS PARTICULAR LOS ANGELITOS;-33.4557;-70.64301;88;88
SANTIAGO_ESCUELA BAS SALVADOR SANFUENTES REP EEUU;-33.44035234;-70.67931406;191;191
SANTIAGO_ESCUELA BASICA BENJAMIN VICUNA MACKENNA;-33.44976157;-70.63183657;80;80
SANTIAGO_ESCUELA BASICA DR LUIS CALVO MACKENNA;-33.43577602;-70.66869441;60;60
SANTIAGO_ESCUELA BÁSICA F Nº 64;-33.46615535;-70.65276247;55;55
SANTIAGO_ESCUELA BASICA IRENE FREI DE CID;-33.46779187;-70.644024;75;75
SANTIAGO_ESCUELA BASICA LIBERTADORES DE CHILE;-33.4359531;-70.66203467;30;30
SANTIAGO_ESCUELA BASICA N°43 PATRONATO SAN ANTONIO;-33.46477961;-70.63813021;68;68
SANTIAGO_ESCUELA BASICA PART.BLAS CANAS;-33.4455943;-70.64144184;224;224
SANTIAGO_ESCUELA BASICA PROVINCIA DE CHILOE;-33.47074552;-70.67136899;83;83
SANTIAGO_ESCUELA BASICA REPUBLICA DE COLOMBIA;-33.45423061;-70.67438866;96;96
SANTIAGO_ESCUELA BASICA REPUBLICA DE HAITI;-33.47471332;-70.65160842;44;44
SANTIAGO_ESCUELA BASICA REPUBLICA DE MEXICO;-33.44957134;-70.63669304;90;90
SANTIAGO_ESCUELA BASICA REPUBLICA DE PANAMA;-33.4424211;-70.67800391;54;54
SANTIAGO_ESCUELA BASICA REPUBLICA DEL ECUADOR;-33.44896938;-70.67072408;102;102
SANTIAGO_ESCUELA BASICA REYES CATOLICOS;-33.46795786;-70.62786296;56;56
SANTIAGO_ESCUELA CADETE ARTURO PRAT CHACON;-33.44870941;-70.65670874;140;140
SANTIAGO_ESCUELA DE PARV. PARQUE O'HIGGINS;-33.468187;-70.658462;53;#N/D
SANTIAGO_ESCUELA DE PARV. Y ESPECIAL PELUSITA;-33.47227999;-70.63798;148;148
SANTIAGO_ESCUELA DE PARVULOS N°1146 HEYDDIE;-33.439278;-70.6687;24;24
SANTIAGO_ESCUELA DE PARVULOS N°1765 KIMN;-33.43982299;-70.66969;25;25
SANTIAGO_ESCUELA DE PARVULOS N°1980 SAN ANTONIO MARIA ZACCARIA II;-33.46755;-70.65258;28;28
SANTIAGO_ESCUELA DIFERENCIAL JUAN SANDOVAL C;-33.47032;-70.65161;34;34
SANTIAGO_ESCUELA ESP. MI ESPACIO;-33.47368199;-70.67149;105;105
SANTIAGO_ESCUELA ESP. PART. RALUI;-33.45638799;-70.638266;72;72
SANTIAGO_ESCUELA ESP. SAN JOSE OBRERO;-33.44296;-70.678;119;119
SANTIAGO_ESCUELA ESPECIAL N 2086 HOSPITAL CLINICO PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;-33.44217648;-70.64025565;3;3
SANTIAGO_ESCUELA ESPECIAL N° 2430 SAN ALBERTO HURTADO;-33.445794;-70.663768;11;11
SANTIAGO_ESCUELA ESPECIAL N° 2449, `DE LA MERCED`;-33.43703989;-70.6754636;112;112
SANTIAGO_ESCUELA ESPECIAL SANTIAGO APOSTOL;-33.43608236;-70.6811592;12;12
SANTIAGO_ESCUELA FERNANDO ALESSANDRI RODRIGUEZ;-33.45677263;-70.65366284;60;60
SANTIAGO_ESCUELA MANUEL JOSE IRARRAZAVAL;-33.45942826;-70.67636398;165;165
SANTIAGO_ESCUELA MANUEL MONTT;-33.45737233;-70.63288797;29;29
SANTIAGO_ESCUELA MARIA TERESA SCHOOL NUM 2;-33.46664959;-70.67239811;63;63
SANTIAGO_ESCUELA PARTICULAR DIVINA MARIA;-33.43719845;-70.66974847;88;88
SANTIAGO_ESCUELA PARTICULAR ESPECIAL CEDIN;-33.445538;-70.663345;133;133
SANTIAGO_ESCUELA PARTICULAR FRANCISCO ANDRES OLEA;-33.45872278;-70.64651169;157;157
SANTIAGO_ESCUELA PARTICULAR GUILLERMO MATTA;-33.46163013;-70.64299255;158;158
SANTIAGO_ESCUELA PARTICULAR SAINT HENRY SCHOOL;-33.46470679;-70.67587226;59;59
SANTIAGO_ESCUELA PARTICULAR SAN LAZARO;-33.45481469;-70.66141001;66;66
SANTIAGO_ESCUELA PARVULOS INST. SWEET N1;-33.468243;-70.64721;184;184
SANTIAGO_ESCUELA REPUBLICA DE ALEMANIA;-33.43146413;-70.67549744;68;68
SANTIAGO_ESCUELA REPUBLICA DE ISRAEL;-33.43965974;-70.67474682;113;113
SANTIAGO_GABRIELA MISTRAL;-33.4732266;-70.64990631;18;18
SANTIAGO_IGNACIO CARRERA PINTO;-33.443706;-70.681191;91;91
SANTIAGO_INSTITUTO HERMANOS MATTE;-33.47534806;-70.64954647;159;159
SANTIAGO_JAPON;-33.45375;-70.645576;104;104
SANTIAGO_LIBERTAD;-33.428058;-70.675567;188;188
SANTIAGO_LICEO REPUBLICA DE BRASIL;-33.47205853;-70.65926219;62;62
SANTIAGO_LUIS CALVO MACKENNA;-33.436034;-70.668579;86;86
SANTIAGO_MARCELA PAZ;-33.46912479;-70.6497829;19;19
SANTIAGO_MIGUEL DE CERVANTES Y SAAVEDRA ANEXO A-8;-33.44308998;-70.67090523;343;343
SANTIAGO_MOLINA;-33.457711;-70.671734;27;27
